Processing Method,Classifier,Dataset,Overall accuracy,Sensitivity,Specificity,Average accuracy per fold,Patients correct ratio,Channels,Hyperparameters,Notes,Details
HFD,Linear SVM,PP/PNP-all_limbs,0.49501329787234044,0.6045483259633607,0.37333333333333335,0.4945164087620353,0.5087719298245614,['TP7'],0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.5598404255319149,0.6784586228679722,0.4280701754385965,0.5603235897163319,0.543859649122807,['TP8'],0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.48603723404255317,0.36828806064434616,0.6168421052631579,0.4850404161443278,0.5087719298245614,['Fz'],0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.5069813829787234,0.5615919140871762,0.4463157894736842,0.5109647320603152,0.5087719298245614,['F1'],0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.4744015957446808,0.41250789639924196,0.5431578947368421,0.4778471125802529,0.47368421052631576,['F2'],0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.5774601063829787,0.7334175615919141,0.40421052631578946,0.5824284690720568,0.6140350877192983,['F3'],0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.42154255319148937,0.44662034112444726,0.3936842105263158,0.4241541025785952,0.43859649122807015,['F4'],0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.5940824468085106,0.48768161718256475,0.712280701754386,0.5859337412464719,0.5789473684210527,['F5'],0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.5159574468085106,0.5205306380290587,0.5108771929824562,0.5189833747676037,0.5263157894736842,['F6'],0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.567154255319149,0.5154769425142135,0.624561403508772,0.5680662193962609,0.5964912280701754,['F7'],0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.7782579787234043,0.7289955780164246,0.8329824561403508,0.7730565205813371,0.7719298245614035,['F8'],0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.5006648936170213,0.425142135186355,0.584561403508772,0.5069634931926581,0.5087719298245614,['Pz'],0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.5342420212765957,0.7883765003158559,0.2519298245614035,0.5314266441145676,0.5614035087719298,['P1'],0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
