Processing Method,Classifier,Dataset,Overall accuracy,Sensitivity,Specificity,Average accuracy per fold,Patients correct ratio,Channels,Hyperparameters,Notes,Details
PCA + Bandpower,Linear SVM,PP/PNP-RH,0.347,0.38257575757575757,0.3072033898305085,0.3333137445301085,0.3157894736842105,"['CP3', 'O2']",0.5,"{""pca_components"": 3}",
PCA + Bandpower,Linear SVM,PP/PNP-RH,0.574,0.6439393939393939,0.4957627118644068,0.5538598818869735,0.5263157894736842,"['CP3', 'C4', 'Cz']",0.5,"{""pca_components"": 3}",
PCA + Bandpower,Linear SVM,PP/PNP-RH,0.59,0.6458333333333334,0.527542372881356,0.570639062213887,0.5263157894736842,"['CP3', 'C4', 'C1']",0.5,"{""pca_components"": 3}",
PCA + Bandpower,Linear SVM,PP/PNP-RH,0.591,0.6458333333333334,0.5296610169491526,0.5706505232064659,0.5263157894736842,"['CP3', 'C4', 'C2']",0.5,"{""pca_components"": 3}",
PCA + Bandpower,Linear SVM,PP/PNP-RH,0.612,0.6363636363636364,0.5847457627118644,0.5932301443834276,0.5263157894736842,"['CP3', 'C4', 'C3']",0.5,"{""pca_components"": 3}",
PCA + Bandpower,Linear SVM,PP/PNP-RH,0.592,0.6439393939393939,0.5338983050847458,0.5721552118388681,0.5263157894736842,"['CP3', 'C4', 'C5']",0.5,"{""pca_components"": 3}",
PCA + Bandpower,Linear SVM,PP/PNP-RH,0.617,0.6022727272727273,0.6334745762711864,0.5939708150731914,0.631578947368421,"['CP3', 'C4', 'C6']",0.5,"{""pca_components"": 3}",
PCA + Bandpower,Linear SVM,PP/PNP-RH,0.532,0.5965909090909091,0.4597457627118644,0.5137150694209697,0.5263157894736842,"['CP3', 'C4', 'FCz']",0.5,"{""pca_components"": 3}",
PCA + Bandpower,Linear SVM,PP/PNP-RH,0.531,0.5643939393939394,0.4936440677966102,0.5149918021447452,0.47368421052631576,"['CP3', 'C4', 'FC1']",0.5,"{""pca_components"": 3}",
PCA + Bandpower,Linear SVM,PP/PNP-RH,0.484,0.5511363636363636,0.4088983050847458,0.46531966104789574,0.47368421052631576,"['CP3', 'C4', 'FC2']",0.5,"{""pca_components"": 3}",
PCA + Bandpower,Linear SVM,PP/PNP-RH,0.565,0.571969696969697,0.5572033898305084,0.5483633720475523,0.47368421052631576,"['CP3', 'C4', 'FC3']",0.5,"{""pca_components"": 3}",
PCA + Bandpower,Linear SVM,PP/PNP-RH,0.473,0.5321969696969697,0.4067796610169492,0.45492222115268044,0.47368421052631576,"['CP3', 'C4', 'FC4']",0.5,"{""pca_components"": 3}",
PCA + Bandpower,Linear SVM,PP/PNP-RH,0.566,0.5909090909090909,0.538135593220339,0.5467294971358944,0.5263157894736842,"['CP3', 'C4', 'FC5']",0.5,"{""pca_components"": 3}",
PCA + Bandpower,Linear SVM,PP/PNP-RH,0.605,0.6382575757575758,0.5677966101694916,0.5823323969940954,0.631578947368421,"['CP3', 'C4', 'FC6']",0.5,"{""pca_components"": 3}",
PCA + Bandpower,Linear SVM,PP/PNP-RH,0.611,0.6666666666666666,0.548728813559322,0.5892812462286178,0.631578947368421,"['CP3', 'C4', 'CPz']",0.5,"{""pca_components"": 3}",
PCA + Bandpower,Linear SVM,PP/PNP-RH,0.607,0.6628787878787878,0.5444915254237288,0.585932008963454,0.5789473684210527,"['CP3', 'C4', 'CP1']",0.5,"{""pca_components"": 3}",
PCA + Bandpower,Linear SVM,PP/PNP-RH,0.586,0.6458333333333334,0.5190677966101694,0.5657348681717053,0.5263157894736842,"['CP3', 'C4', 'CP2']",0.5,"{""pca_components"": 3}",
PCA + Bandpower,Linear SVM,PP/PNP-RH,0.574,0.6079545454545454,0.5360169491525424,0.5544699635332648,0.5263157894736842,"['CP3', 'C4', 'CP4']",0.5,"{""pca_components"": 3}",
PCA + Bandpower,Linear SVM,PP/PNP-RH,0.563,0.625,0.4936440677966102,0.5429518396837708,0.5263157894736842,"['CP3', 'C4', 'CP5']",0.5,"{""pca_components"": 3}",
PCA + Bandpower,Linear SVM,PP/PNP-RH,0.602,0.5965909090909091,0.6080508474576272,0.5791785879623967,0.631578947368421,"['CP3', 'C4', 'CP6']",0.5,"{""pca_components"": 3}",
PCA + Bandpower,Linear SVM,PP/PNP-RH,0.545,0.5511363636363636,0.538135593220339,0.5311046691754283,0.5263157894736842,"['CP3', 'C4', 'Fz']",0.5,"{""pca_components"": 3}",
PCA + Bandpower,Linear SVM,PP/PNP-RH,0.544,0.5284090909090909,0.5614406779661016,0.5309582190030327,0.5263157894736842,"['CP3', 'C4', 'F1']",0.5,"{""pca_components"": 3}",
